county_fips,county,obesity_rate,ambulatory_disability,nursing_home_density,pct_65_plus,obesity_norm,disab_norm,nursing_norm,age_risk_norm,score_H
37001,Alamance,33.243561663863076,0.16518968868574835,6.7819456120022465,22.01,0.37602530109083526,0.1812059063278883,0.5244839272113652,0.6584717607973424,0.5649532761431422
37003,Alexander,41.310000289738824,0.18451282661746324,3.978847263014742,19.67,0.9631404861141425,0.2024025485025477,0.2803764077234651,0.5029900332225915,0.5127726311093133
37005,Alleghany,38.24791518535967,0.6328507047655575,1.6678894759999103,16.31,0.740266830713399,0.6942097078797833,0.07912689636286593,0.27973421926910297,0.5516655864437121
37007,Anson,36.38121877875851,0.0,2.932024090055495,19.99,0.6043994601208409,0.0,0.1892139238292284,0.5242524916943521,0.6705335310888947
37009,Ashe,30.18426096619411,0.22432113341204252,3.6620614755295264,16.9,0.15335430854251667,0.2460705302602536,0.25278915135054153,0.3189368770764119,0.7572122831925692
37011,Avery,30.183923284706836,0.6916661015799823,2.294514503986853,13.89,0.15332973041850495,0.7587276409940414,0.13369646980868527,0.11893687707641203,0.708827320425589
37013,Beaufort,28.813170570354792,0.2227857701514469,4.1590821558075275,19.57,0.05355958762880175,0.2443863035183046,0.2960721440577633,0.4963455149501662,0.7274091124612411
37015,Bertie,40.126466040849095,0.012800819252432157,2.8132966390202805,17.05,0.8769970265594776,0.014041942162559273,0.17887455647246195,0.32890365448504993,0.6502957050801128
37017,Bladen,36.415610164404924,0.31637695069496286,3.182442373562531,20.28,0.6069026347786424,0.3470517593927788,0.21102157322668907,0.5435215946843855,0.572875609479376
37019,Brunswick,37.913016089144634,0.10482651212243736,6.3424510827144465,14.47,0.7158912228450525,0.11499012612387367,0.4862105932016261,0.15747508305647848,0.6313582436932423
37021,Buncombe,28.288182920141235,0.1390463474657618,8.115338238557703,18.01,0.015348397327131237,0.15252779767657262,0.6406022812782062,0.3926910299003324,0.6997076234544394
37023,Burke,41.57873793026792,0.25793139025019346,5.3620444348679435,18.24,0.9827005369444849,0.2829395206961905,0.40083198528310526,0.4079734219269103,0.4813886337873272
37025,Cabarrus,39.654196971205906,0.22712508949866522,8.337005832145001,25.21,0.8426229545477113,0.2491463481761445,0.6599061799234294,0.8710963455149503,0.34430704295944115
37027,Caldwell,30.972747549495868,0.35462395359567594,5.820992015320841,19.85,0.21074425071087324,0.3890070586616915,0.4407993861699836,0.514950166112957,0.6111247845861236
37029,Camden,30.545549540899408,0.0,1.9337283862350039,23.8,0.17965067280226202,0.0,0.10227744938727017,0.7774086378737542,0.7351658099841785
37031,Carteret,30.567663137948074,0.291150277137697,5.5180585021890725,17.1,0.18126020945467144,0.3193791953123519,0.41441845362544344,0.3322259136212626,0.6881790569965676
37033,Caswell,32.259391401433525,0.30541012216404884,3.269237731494025,18.09,0.30439253568836744,0.3350216253129979,0.21858013767569398,0.39800664451827245,0.685999764201167
37035,Catawba,35.34659004285133,0.2210040086012371,6.784427031198712,21.76,0.5290940781690103,0.2424317885656179,0.5247000213363101,0.6418604651162793,0.5154784117031956
37037,Chatham,34.04723026098962,0.07707871663936795,5.793787584189975,19.51,0.4345202650995829,0.08455200090483711,0.43843029119875865,0.4923588039867111,0.6375346597025275
37039,Cherokee,32.07720796277259,0.3058326658414039,3.4333077343735177,16.09,0.29113232653553517,0.33548513735559216,0.23286815630327878,0.2651162790697675,0.7188495251839566
37041,Chowan,36.565940526113316,0.0,2.478865144320921,19.63,0.6178444198987716,0.0,0.1497506255767874,0.5003322259136213,0.6830181821527049
37043,Clay,29.952914049128587,0.0,2.27298003287414,16.48,0.13651573896835723,0.0,0.1318211426983443,0.291029900332226,0.8601583045002681
37045,Cleveland,32.09002507949305,0.2088062706129267,5.801968477997544,22.14,0.2920652195015413,0.22905140032887567,0.43914272345975336,0.6671096345514951,0.5931577555395837
37047,Columbus,33.12906580611168,0.19500438212094653,4.123673615406602,20.64,0.36769172789628146,0.2139113287352818,0.29298859510947933,0.5674418604651164,0.6394916219484603
37049,Craven,34.3849797790385,0.35159351253260746,5.7475041667652516,21.72,0.45910334072662556,0.38568279657381244,0.4343997047496413,0.639202657807309,0.520402875035653
37051,Cumberland,38.99246345950219,0.358945597307908,8.78100564889946,24.94,0.7944587260474454,0.3937477139164573,0.6985718564096512,0.8531561461794022,0.315016389361761
37053,Currituck,30.795432950217037,0.15755711445398957,3.6957187793328585,22.16,0.19783841970027388,0.17283330424670246,0.2557201940472952,0.6684385382059801,0.6762923859499371
37055,Dare,35.19928213779056,0.2044525215810995,4.238133039944154,18.43,0.5183722823497605,0.2242755269343974,0.30295628183583573,0.4205980066445183,0.633449475558872
37057,Davidson,36.293803964068594,0.26890862144971345,6.725899562558523,21.67,0.5980369787978177,0.29498106605114216,0.5196031629985273,0.6358803986710966,0.4878745983703541
37059,Davie,28.650305778079968,0.09368374340515753,4.181429047965048,20.93,0.041705484835100184,0.1027669933092228,0.29801822076777473,0.5867109634551495,0.7426995844081882
37061,Duplin,36.505627926620136,0.13712047012732614,4.367977386684606,23.71,0.6134545714596991,0.15041519397010603,0.31426376286438656,0.7714285714285716,0.5376094750693092
37063,Durham,30.387337731622083,0.17590208117481268,8.50172502529221,20.03,0.1681352370585673,0.1929569351321967,0.6742507332159449,0.5269102990033224,0.6094366988974922
37065,Edgecombe,28.910722301793914,0.293293643845211,4.060083616918081,22.67,0.06065988374578931,0.321730375400638,0.2874508669020908,0.7023255813953491,0.6569583231390332
37067,Forsyth,41.284397521546666,0.18156868651371388,9.020373072022702,22.66,0.9612769903781149,0.19917295481482614,0.7194171428142224,0.7016611295681064,0.35461794560618254
37069,Franklin,41.51884846304383,0.2048202048202048,5.631493504618263,21.65,0.9783414861587485,0.22467885946146812,0.42429692866221674,0.6345514950166112,0.43453280767523883
37071,Gaston,39.31756287363046,0.31236682261591997,7.7576061751772265,22.33,0.8181210647237239,0.3426528232434635,0.609449222854609,0.6797342192691029,0.38751066747727525
37073,Gates,32.26459276842719,0.9116131589377725,1.8144874247372411,19.61,0.30477111683012,1.0,0.09189336302687368,0.49900332225913624,0.5260830494709675
37075,Graham,29.367409596089374,0.0,1.6790048913579663,20.34,0.09389983730199238,0.0,0.08009488111877464,0.5475083056478406,0.819624243982848
37077,Granville,37.579262371170195,0.11562815453794621,4.769529158738099,20.24,0.6915989812538006,0.12683905821706012,0.34923285592434106,0.5408637873754153,0.5728663293073457
37079,Greene,34.16213491235442,0.2077274615704196,3.2520014628947935,19.06,0.44288359230939683,0.22786799371398636,0.2170791190708686,0.4624584717607973,0.6624277057862378
37081,Guilford,29.708535287826905,0.13233750024763755,10.478765810277654,21.92,0.11872864750061216,0.14516848396729978,0.8464211182199279,0.6524916943521597,0.55929751399
37083,Halifax,34.932476741557785,0.2956015380170249,4.179483440874499,21.25,0.4989528697886916,0.32426203496389294,0.29784878778268387,0.6079734219269104,0.5677407213844553
37085,Harnett,28.481439295613058,0.2339870381281037,6.677753326411287,25.53,0.029414549430253987,0.25667360747704593,0.5154103531804822,0.8923588039867111,0.5765356714813767
37087,Haywood,40.73048562910295,0.06786447464413566,4.741353089490173,17.86,0.9209605510791802,0.07444437805528446,0.346779145951762,0.38272425249169434,0.5687729181055198
37089,Henderson,31.622919742400235,0.2235713247055402,6.1283708090101126,18.6,0.25806698941114004,0.24524802270959908,0.4675674354957497,0.43189368770764136,0.6493059661689675
37091,Hertford,37.27531198095575,0.18998716302952504,2.415926413580558,17.93,0.6694759728401233,0.2084076575319529,0.14426961295149143,0.38737541528239205,0.64761783534851
37093,Hoke,32.36395506525175,0.6024231294649856,4.695493984059723,27.15,0.31200319482515443,0.6608319807131124,0.3427855106672189,1.0,0.42109482844862856
37095,Hyde,35.28095229648935,0.0,0.9549269086361483,19.74,0.5243166392784191,0.0,0.017038627547839538,0.5076411960132889,0.737750884290113
37097,Iredell,35.653943910805914,0.1626237385327599,7.013649940291923,22.47,0.5514648084777892,0.1783911705731101,0.5446618738231325,0.6890365448504984,0.5091114005688675
37099,Jackson,30.58796237735738,0.03948277563912743,3.918877625419389,16.64,0.1827376882100909,0.043310888233703694,0.27515395825668926,0.30166112956810637,0.7992840839328524
37101,Johnston,41.57418478870382,0.23811040287692242,8.236566635608868,24.92,0.9823691368463957,0.2611967593297719,0.6511594432509009,0.8518272425249171,0.3133618545120036
37103,Jones,38.8518595270556,0.6184150251946862,1.3785645518819107,18.49,0.7842248784175169,0.6783743950287796,0.05393106633500392,0.4245847176079734,0.5147212356526816
37105,Lee,41.15298518189865,0.2275176625553826,4.63368563894641,23.78,0.9517121522029017,0.2495769837509697,0.33740293755318146,0.7760797342192692,0.42130704806841945
37107,Lenoir,40.52758290598708,0.32397408207343414,4.671687481427363,22.44,0.9061922902209414,0.3553854822049019,0.3407123239353418,0.687043189368771,0.42766667856751095
37109,Lincoln,36.37059970335519,0.4317518512265129,6.1898966501002475,20.76,0.603626551442134,0.47361300897586606,0.4729254067771871,0.5754152823920268,0.46860493760319655
37111,McDowell,40.90623929032363,0.2659638772697599,3.9870047322249964,19.64,0.9337527693197177,0.2917508097180888,0.2810868000559116,0.5009966777408639,0.4981032357913544
37113,Macon,29.238895028726873,0.07651109410864575,4.045718293648557,17.8,0.08454591328486971,0.08392934366787531,0.2861998642638024,0.3787375415282393,0.7916468343138033
37115,Madison,30.74376007386803,0.014833127317676144,3.1232910163957053,17.64,0.19407741292077466,0.0162712957489117,0.20587038362338733,0.3681063122923589,0.8039186488536418
37117,Martin,28.63318204474753,0.09166787282288802,2.6448894903685787,20.28,0.04045913507282555,0.10055567092702021,0.16420883796984645,0.5435215946843855,0.7878136903364805
37119,Mecklenburg,32.5546246306857,0.11068735014098428,12.036494797912948,22.96,0.3258810661361648,0.12141921061117536,0.982075780263234,0.7215946843853822,0.46225731465101094
37121,Mitchell,33.44148205565275,0.1546681664791901,2.157409720333631,18.16,0.3904309233034339,0.16966425392478113,0.12175671440923515,0.40265780730897016,0.7288725752633949
37123,Montgomery,31.798886444834544,0.4690471159940841,3.3234348129378484,21.23,0.27087471384187595,0.5145242928926409,0.2232998847082996,0.6066445182724254,0.5961641475711895
37125,Moore,39.60232512812701,0.1708434563628094,6.145458652605401,21.52,0.8388474659883525,0.1874078436536383,0.4690555285250042,0.6259136212624585,0.46969388514263666
37127,Nash,32.99454657371025,0.06433481190532625,5.91456994433282,21.91,0.3579007547439897,0.07057249149440788,0.44894861009506637,0.651827242524917,0.6176877252854047
37129,New Hanover,31.93308313562333,0.12976985618337086,7.515910888675125,18.04,0.28064221082489804,0.1423518900654977,0.5884012147170222,0.3946843853820598,0.6484800747526305
37131,Northampton,35.59774516421548,0.15718327569946558,2.8668489343420718,17.61,0.5473743865415612,0.17242321938684854,0.183538152374692,0.3661129568106312,0.6826378212215667
37133,Onslow,29.972939149646677,0.32337886851293174,7.4755864519328945,24.31,0.13797326454328374,0.3547325588078812,0.5848895654623865,0.8112956810631229,0.5277772325308314
37135,Orange,39.230757730556554,0.08844848415118219,6.553397381998066,19.21,0.8118029583076751,0.09702414152757942,0.5045808290807476,0.47242524916943535,0.5285417054786405
37137,Pamlico,29.043709011516793,0.08931761343336907,1.5476842087629348,14.47,0.07033931233948446,0.09797753856190876,0.06865883354045475,0.15747508305647848,0.9013873081254185
37139,Pasquotank,41.816417112407244,0.09608257611112636,4.137085285900167,21.6,1.0,0.10539840849059644,0.29415654899791704,0.6312292358803988,0.49230395165777197
37141,Pender,38.811426770153204,0.3086746392916358,5.098559969058561,22.09,0.7812819829650424,0.3386026586664335,0.37788646879933474,0.6637873754152824,0.45961037853847675
37143,Perquimans,30.782019541478412,0.16057808109193095,1.6046148784863887,18.6,0.1968621256604099,0.1761471733021486,0.07361663481560338,0.43189368770764136,0.7803700946285492
37145,Person,28.077309639730434,0.13084010249141362,3.991855826153767,20.55,0.0,0.14352590373297242,0.2815092570511086,0.5614617940199337,0.7533757612989963
37147,Pitt,39.41645999836768,0.15749704693037006,6.968981338487907,21.23,0.8253192852001194,0.17276741278492333,0.5407719134193851,0.6066445182724254,0.46362421758078676
37149,Polk,37.89600281386664,0.23301181315703912,2.8529039829346323,15.71,0.7146529127647339,0.25560382808487375,0.1823237577749881,0.2398671096345516,0.6518880979352132
37151,Randolph,38.20610035257382,0.32411552720572456,6.516818865154199,22.2,0.7372233409620442,0.3555406413652361,0.5013953928592436,0.6710963455149502,0.4336860698246314
37153,Richmond,38.79778485360324,0.7188396962076761,4.367223230456132,23.28,0.7802890569997208,0.7885358928399855,0.3141980872500059,0.742857142857143,0.3435299550132862
37155,Robeson,29.036625124277265,0.3387508792714079,6.25199448825151,24.92,0.06982371209007847,0.37159498626163573,0.4783331903614274,0.8518272425249171,0.5571052171904853
37157,Rockingham,33.018520199619815,0.15542830431225899,6.2232364705151255,20.08,0.3596456734701325,0.1704980920781867,0.47582880146706213,0.5302325581395348,0.6159487187112709
37159,Rowan,29.622166833351816,0.2793378007830256,6.522739376431135,22.02,0.11244232543443346,0.30642142233720593,0.5019109799496627,0.6591362126245848,0.6050222649135283
37161,Rutherford,40.08344796225831,0.1803292249152122,4.86763441524895,20.21,0.8738659586443067,0.1978133193309045,0.3577763416797511,0.5388704318936878,0.5079184871128375
37163,Sampson,36.72617377558581,0.2766327745717688,4.453736254649299,24.23,0.6295069860291521,0.3034541261932925,0.32173206469564886,0.8059800664451828,0.48483168915918085
37165,Scotland,32.632572347937085,0.40560593569661996,4.141286892818359,22.68,0.33155448541805044,0.4449320764185096,0.29452244548636286,0.7029900332225915,0.5565002398636214
37167,Stanly,28.88981690400433,0.05541029592561168,5.337520878755136,21.5,0.059138285794018544,0.0607826854870949,0.3986963540256854,0.6245847176079735,0.7141994892713069
37169,Stokes,32.35375250401927,0.15136106709552302,4.005955346758773,18.54,0.3112606021019537,0.16603650968782807,0.282737112292827,0.42790697674418604,0.7030146997933013
37171,Surry,32.55256650837446,0.42828476444337954,5.402850000842382,20.98,0.3257312658441638,0.4698097655176724,0.40438553362539514,0.5900332225913623,0.5525100531053516
37173,Swain,38.214486496732896,0.09851470142467414,2.5193991668084523,22.62,0.7378337258924885,0.1080663442149795,0.15328052658360442,0.6990033222591363,0.5754540202624479
37175,Transylvania,36.92580459897298,0.19113758720652418,3.709343069385761,15.47,0.6440371018888742,0.20966962283567847,0.25690666388728456,0.223920265780731,0.666366586401858
37177,Tyrrell,40.42097839606857,0.3539127015336217,0.7592715316589985,17.08,0.8984330882399889,0.3882268460736207,0.0,0.33089700996677734,0.5956107639299033
37179,Union,34.61100895226729,0.15046644598254588,7.790131615519998,26.02,0.47555485867845004,0.1650551492234623,0.6122816973431312,0.9249169435215947,0.4555478378083404
37181,Vance,29.674319443136223,0.4577822990844354,3.738291977905886,23.74,0.11623824957929688,0.5021672785174046,0.25942767648510595,0.773421926910299,0.5871862171269734
37183,Wake,37.98542702112193,0.09338833288592634,12.24231947245153,23.36,0.7211616475885302,0.1024429408135618,1.0,0.748172757475083,0.3570556635307063
37185,Warren,38.65099068063657,0.6788117892782548,3.045154195637208,18.0,0.7696046531358888,0.7446270192821899,0.199065846956696,0.39202657807308977,0.4736689756380339
37187,Washington,35.85788076597295,0.0,1.9940088871338069,20.16,0.566308338566815,0.0,0.10752697035153104,0.5355481727574751,0.6976541295810448
37189,Watauga,38.79354051936385,0.1557543639713564,4.500780025123126,12.1,0.7799801334216916,0.17085576534770963,0.32582886640860764,0.0,0.6808338087054978
37191,Wayne,34.91313834910147,0.291093121260262,6.212645566000385,23.45,0.49754532621318853,0.3193164977998439,0.4749064936817644,0.7541528239202658,0.48851971459623433
37193,Wilkes,35.31825961134792,0.4389220590608359,5.300434761460278,20.02,0.5270320496449775,0.4814784152219517,0.39546671347327483,0.5262458471760798,0.517444243620929
37195,Wilson,33.98557425701969,0.15731013350842635,5.85286697623001,22.78,0.43003263705732864,0.1725623768877216,0.4435752137267019,0.7096345514950168,0.5610488052083078
37197,Yadkin,28.355867774417334,0.11682575865507908,4.27084212452461,20.63,0.02027483482758056,0.12815277786381066,0.30580474896312687,0.5667774086378737,0.744747557426902
