county_fips,county,population,vet_pct,vet_count,vfd_count,vfd_density,permit_density,harvest_yield,vet_norm,permit_norm,harvest_norm,vfd_norm,military_boost,rural_flag,hunting_proxy,final_score,safety_density_score
37001,Alamance,171779,0.0701826466962985,9395,9,0.5239290017988228,0.08751935464125217,0.8222805896590125,0.12265932929612829,0.025433719701854558,0.7879739000309799,0.05198855889105565,0.0,0.3,0.2412778849004656,0.1723637896010393,0.1723637896010393
37003,Alexander,36505,0.06298380221653879,1847,5,1.3696753869332967,0.17595626537130096,0.4906833913971199,0.07983042694225882,0.35379176306709037,0.361155120423716,0.15092212155518797,0.0,0.3,0.08269650463687597,0.14186029485631704,0.14186029485631704
37005,Alleghany,10989,0.08339675981298249,767,5,4.55000455000455,0.19615144144546556,0.5528293491154831,0.2012755519355614,0.4287745778939313,0.4411469357041549,0.5229500723424081,0.0,1.0,0.7293089883577618,0.41154125112173007,0.41154125112173007
37007,Anson,22200,0.08262879044076203,1466,5,2.252252252252252,0.1343373942138008,0.2637605613924654,0.19670658460391957,0.199264756328226,0.06906904166523974,0.2541640332508117,0.0,1.0,0.2684996330262575,0.1098091140479653,0.1098091140479653
37009,Ashe,26759,0.07190454750112561,1597,8,2.9896483426137,0.15965747679512712,0.6057517125843102,0.1329036291473526,0.293275873469449,0.5092665057973159,0.3404230153716291,0.0,1.0,0.8136734068921392,0.3597739463788211,0.3597739463788211
37011,Avery,17679,0.06916710457172885,1053,10,5.656428531025511,0.09833986702228603,0.3335601338427856,0.11661744929556371,0.06560927812328142,0.15891228668212068,0.6523771301264404,0.0,1.0,0.37976829069284074,0.06500655424860767,0.06500655424860767
37013,Beaufort,44711,0.08601073743358648,3092,11,2.4602446825166067,0.14727409276568443,0.6854225799380183,0.21682718561549683,0.24729751763836363,0.6118156906288025,0.27849453290757575,0.0,0.3,0.17582759703481812,0.2503507595591776,0.2503507595591776
37015,Bertie,17818,0.06556156968876861,969,9,5.051071949713773,0.18450383832690462,0.24323194296057377,0.09516663147751736,0.3855281083108867,0.04264541712302326,0.5815638410317111,0.0,1.0,0.23577462144696976,0.12168835181012573,0.12168835181012573
37017,Bladen,29807,0.09535648070116298,2263,11,3.69040829335391,0.22645436143692904,0.5095270472335907,0.2724288765475292,0.5412865079750597,0.3854099278515809,0.42239638199506147,0.0,1.0,0.6602800697680287,0.46206903826481754,0.46206903826481754
37019,Brunswick,139721,0.1160062674386453,13845,15,1.073568039163762,0.08066927240859585,0.7226356294733277,0.39528299602385086,0.0,0.6597148540456809,0.11628413153740107,0.0,1.0,1.0,0.4516187704472286,0.4516187704472286
37021,Buncombe,269449,0.07146805618486633,15773,9,0.33401497129326885,0.1734621533075305,0.5799639322607268,0.1303067618285847,0.3445313564061979,0.47607349637448293,0.029772830904430288,0.0,0.3,0.1253935825224634,0.2017695524589965,0.2017695524589965
37023,Burke,87799,0.06922412110736291,4966,16,1.8223442180434857,0.13940057529097644,0.45725915029908487,0.11695666424097513,0.21806387784865225,0.31813276115910294,0.20387433152723383,0.0,0.3,0.06671186328474027,0.08987698309188516,0.08987698309188516
37025,Cabarrus,226396,0.06759338676762,11427,9,0.3975335253273026,0.2505643643383803,0.49514831198745135,0.1072547513856106,0.6308047115497667,0.3669021893597554,0.0372030924536558,0.0,0.3,0.08483178585666137,0.27107938059945025,0.27107938059945025
37027,Caldwell,80716,0.06929988710350907,4481,11,1.3628029139204123,0.2231106630468484,0.5033421054843579,0.11740742747941027,0.5288716661187925,0.3774489158068874,0.1501181946907892,0.0,0.3,0.08875034454517003,0.23778579908720793,0.23778579908720793
37029,Camden,10547,0.15059710873664361,1198,2,1.8962738219398882,0.19782170689417897,0.421606432620848,0.6010782133612331,0.4349761185189109,0.27224199510658365,0.21252245492258984,0.0,1.0,0.5201243578380772,0.5179512963657245,0.5179512963657245
37031,Carteret,68353,0.12423868974262801,6956,13,1.9018916506956534,0.13545312913935473,0.4048015338612695,0.44426108021283744,0.20340737657631955,0.25061139503642854,0.21317961624543308,0.0,0.3,0.04162479601260783,0.22233718293878824,0.22233718293878824
37033,Caswell,22747,0.06938841374858802,1290,8,3.5169472897524945,0.2620678204115069,0.41447493173381056,0.11793410909455869,0.6735159765287045,0.2630626096312895,0.4021052931163838,0.0,1.0,0.5087559138348781,0.3727528115511273,0.3727528115511273
37035,Catawba,161011,0.06992090718505813,8805,8,0.4968604629497364,0.08902013544406463,0.43581334019943113,0.12110213272095821,0.031005979563303657,0.2905285638305296,0.04882214040967273,0.0,0.3,0.05645572666989493,0.0057712189858312194,0.0057712189858312194
37037,Chatham,76754,0.0710340023651002,4385,6,0.7817182166401752,0.10189351973582303,0.6959098071208718,0.12772439618429893,0.07880366090060852,0.6253144340775165,0.08214417751257569,0.0,0.3,0.18084295594168462,0.14180613517976307,0.14180613517976307
37039,Cherokee,28868,0.1277440158749845,3090,13,4.5032562006373835,0.15832602810807123,0.33567971541988195,0.4651157147397072,0.28833232804125775,0.1616405281351736,0.5174815526622134,0.0,0.3,0.008568324389143659,0.23742291225815637,0.23742291225815637
37041,Chowan,13835,0.09662314272850067,1073,2,1.4456089627755693,0.10488751145937127,0.3343527698882818,0.2799647726815169,0.08992007435377512,0.1599325364049311,0.15980466520650805,0.0,1.0,0.3810318449769774,0.15605201655871864,0.15605201655871864
37043,Clay,11186,0.08123728994969495,759,4,3.5758984444841766,0.27128313951188504,0.21010054970342573,0.18842797283159488,0.7077316012470193,0.0,0.40900127028315886,0.0,1.0,0.18295931721325973,0.2764468684589724,0.2764468684589724
37045,Cleveland,99527,0.07952327400111167,6152,14,1.4066534709174394,0.23959786442867667,0.5636902582896368,0.17823058325035773,0.5900871149807606,0.4551266678111688,0.15524773695638538,0.0,0.3,0.11761094233785939,0.31915101879385854,0.31915101879385854
37047,Columbus,50827,0.0690356841530597,2782,14,2.7544415369783777,0.13179653032036273,0.6690219248490161,0.1158355748858149,0.18983076446194042,0.5907054170000159,0.31290903759606625,0.0,0.3,0.16798423003752852,0.1698468765040221,0.1698468765040221
37049,Craven,101098,0.14852396027816112,10978,10,0.9891392510237591,0.1977108457946491,0.549001978315026,0.5887441959862133,0.43456450154330145,0.43622049560538967,0.10640783652872936,0.0,0.3,0.11058649302320568,0.4511970999254348,0.4511970999254348
37051,Cumberland,335207,0.18419485496342833,40519,17,0.5071493137076494,0.35,0.5670767454772191,0.8009650974997662,1.0,0.4594856199860841,0.050025707671787656,0.35,0.3,0.1192304789782975,0.8820947571795561,0.8820947571795561
37053,Currituck,28616,0.16442294528362159,3603,3,1.048364551299972,0.2568397956263006,0.5850253818876354,0.6833338316199629,0.6541048056164215,0.4825883938589139,0.11333588264180511,0.0,1.0,0.7806332189079774,0.7644986144509596,0.7644986144509596
37055,Dare,37160,0.08658152264057058,2610,11,2.960172228202368,0.2001596892884396,0.6215483117498452,0.22022302281738218,0.4436568302043876,0.5295992625670332,0.3369749639658345,0.0,1.0,0.8388550279700787,0.47577809262419274,0.47577809262419274
37057,Davidson,169498,0.07182499585262492,9525,20,1.1799549257218374,0.26074479343505413,0.5061056705771623,0.13243034349778687,0.6686037001305213,0.3810060673342788,0.12872903688129061,0.0,0.3,0.09007197804859628,0.3037756283904555,0.3037756283904555
37059,Davie,43030,0.0877404908517722,2978,11,2.5563560306762723,0.2778369819626718,0.6269864087634458,0.22711820391045254,0.7320654101272651,0.5365989656492581,0.2897374282400537,0.0,0.3,0.14788137574357496,0.4290838579648171,0.4290838579648171
37061,Duplin,49312,0.07976783194440747,2996,18,3.6502271252433487,0.22867056457872484,0.7092888282913135,0.17968555957367294,0.5495150645961888,0.6425353802080613,0.41769607681722476,0.0,0.3,0.1872412718952131,0.3665416631273015,0.3665416631273015
37063,Durham,325101,0.054534176805541644,14155,4,0.12303868643898357,0.09299728189657881,0.5591948602990635,0.02956011166154169,0.045772755296920736,0.4493403695726956,0.00509328646279663,0.0,0.3,0.11546108575910669,0.02039393006865034,0.02039393006865034
37065,Edgecombe,49067,0.07575078440161363,2873,7,1.4266207430656042,0.1603160472850975,0.6383348369080742,0.15578648279199048,0.2957210845891006,0.5512062128652782,0.15758346478806645,0.0,0.3,0.15330859107720995,0.2196724692785858,0.2196724692785858
37067,Forsyth,383739,0.06347099062579174,18789,16,0.4169500624122125,0.15,0.7903409262141422,0.08272891222923756,0.25741855825891613,0.7468624303199496,0.0394743965019787,0.15,0.3,0.22600322051611288,0.2710226440257554,0.2710226440257554
37069,Franklin,69680,0.0821832444420007,4484,6,0.8610792192881745,0.1261138391610038,0.5495479596521347,0.19405584723506017,0.16873145949151008,0.4369232611571331,0.09142765405657043,0.0,0.3,0.11084760039833037,0.14775828350497436,0.14775828350497436
37071,Gaston,228972,0.07452118071203245,13229,20,0.8734692451478783,0.24612850355012492,0.48565070419292977,0.14847106203202043,0.6143347720522394,0.35467724479057805,0.09287701218726621,0.0,0.3,0.0802896975605235,0.28049588554409305,0.28049588554409305
37073,Gates,10509,0.10303173851255329,870,5,4.757826624797793,0.10406775240699918,0.22723593602821196,0.3180921587963744,0.0868763850588213,0.02205599057404567,0.5472606441886928,0.0,1.0,0.21027512113618965,0.09754302443121343,0.09754302443121343
37075,Graham,8047,0.07020280811232449,450,2,2.4853982850751835,0.08938907142956261,0.5153586717130964,0.1227792778963127,0.03237580464340993,0.3929161639009719,0.2814369463292565,0.0,1.0,0.6695763592017787,0.1834644886067032,0.1834644886067032
37077,Granville,61161,0.07280047657196853,3544,10,1.6350288582593482,0.15681812229824993,0.7449575219052268,0.13823388163426353,0.2827336136899235,0.6884467098522041,0.1819625903588552,0.0,0.3,0.20429928895670255,0.2520697398740393,0.2520697398740393
37079,Greene,20407,0.056780996242879654,937,10,4.900279315921007,0.08734638748532272,0.5248776288330967,0.04292736949841852,0.024791508701734844,0.4051685884762954,0.5639244484823074,0.0,1.0,0.6847506868365514,0.1477561989999539,0.1477561989999539
37081,Guilford,539557,0.06361375782126624,26759,14,0.2594721225004958,0.27145405259666516,0.7146178407350281,0.0835782933058124,0.7083661856715615,0.6493946739525815,0.02105297146213405,0.0,0.3,0.18978979206726437,0.3867332892237474,0.3867332892237474
37083,Halifax,48772,0.057053536537710045,2190,9,1.845321085868941,0.24524113915879317,0.5884517158906257,0.04454882440102189,0.6110400704069153,0.4869986352763585,0.20656211527989363,0.0,1.0,0.786095194846318,0.4344470491417593,0.4344470491417593
37085,Harnett,134718,0.1157251397115767,11058,10,0.7422913047996555,0.24015393742597502,0.6546021893896732,0.39361045093617203,0.5921517624209962,0.5721449046577026,0.07753210358380913,0.0,0.3,0.16108820810439867,0.46568666731383707,0.46568666731383707
