county_fips,county,pct_bachelors,pct_hs,education_score_normalized,resilience_score_normalized,edu_awareness_score
37001,Alamance,39.60736078463437,72.10349912487622,0.6463790412319412,0.07640556041816933,0.41838964890643243
37003,Alexander,18.950034706068394,92.46385471317699,0.158879855627262,0.9067145563773779,0.4580137359273084
37005,Alleghany,38.07644956536237,70.22992629041575,0.610250552491932,0.0,0.36615033149515924
37007,Anson,16.36327634323938,86.5875442277014,0.09783407504369976,0.6670746621732017,0.3255303098955005
37009,Ashe,12.217648105387404,74.02020128543747,0.0,0.15456996376498097,0.06182798550599239
37011,Avery,35.595552942763206,87.29737994231733,0.5517030387194986,0.6960222400749063,0.6094307192616617
37013,Beaufort,40.03433415861182,75.60673273651399,0.6564553294842171,0.2192697834949465,0.4815811110885089
37015,Bertie,42.62370651794404,75.93122718742,0.7175627986503986,0.23250288546890838,0.5235388333778025
37017,Bladen,25.99218702084851,88.6622851279506,0.3250699765220247,0.7516839916267245,0.49571558256390463
37019,Brunswick,39.93421465903023,91.23058526235445,0.6540925757413785,0.8564209986338177,0.7350239448983542
37021,Buncombe,40.277354368914764,84.20771508338679,0.6621904451597687,0.5700236289139519,0.625323718661442
37023,Burke,16.028015016607977,79.19289507648584,0.08992213024135971,0.36551589589387334,0.20015963650236515
37025,Cabarrus,23.403701810314196,76.09974108447709,0.2639834434786912,0.23937499553908012,0.25414006430284675
37027,Caldwell,53.83945385435516,79.82744311666902,0.9822469921250573,0.3913931917911573,0.7459054719914973
37029,Camden,50.35800187261587,85.77846564993158,0.9000870359252702,0.634079893557953,0.7936841789783433
37031,Carteret,46.17688605229088,82.56592732762981,0.801415477487598,0.5030704199118458,0.6820774544572971
37033,Caswell,36.80686703893344,82.3129423454716,0.580289247464452,0.4927535221731225,0.5452749573479202
37035,Catawba,20.395448475315913,88.06130288153763,0.19299066128962153,0.7271755313768853,0.406664609324527
37037,Chatham,24.0732115849568,70.60789916078635,0.2797834298201615,0.015413987891133078,0.17403565304855015
37039,Cherokee,39.755308724008216,74.42776698517622,0.6498705144111091,0.17119076714289191,0.4583986155038222
37041,Chowan,52.439719127175316,93.84821442506468,0.9492141815392385,0.9631696765956286,0.9547963795617946
37043,Clay,51.33916877947929,79.2539675063861,0.923241923746617,0.36800647066460157,0.7011477425138108
37045,Cleveland,12.6646345107413,93.20796406469313,0.01054858251051599,0.9370598362454879,0.38115308400450476
37047,Columbus,30.411918377644515,94.16637047609174,0.42937270325610777,0.9761442943591031,0.648081339697306
37049,Craven,53.435659014837874,91.325236386684,0.9727177019029166,0.860280935149545,0.9277429952015679
37051,Cumberland,24.661302358992184,79.62744321504813,0.2936619817834453,0.38323706127631507,0.3294920135805932
37053,Currituck,48.598876875224846,77.92305012890694,0.8585728534825205,0.31373076479066414,0.640636018005778
37055,Dare,19.288188107501977,83.92003156145876,0.16686005147552194,0.5582917013839962,0.32343271143891167
37057,Davidson,52.25465528891358,87.40074491687433,0.9448467977793878,0.7002375332641414,0.8470030919732893
37059,Davie,36.51263031384269,72.42941234426921,0.5733454560312732,0.08969652072534189,0.3798858819089006
37061,Duplin,38.4453107480643,94.75134625260658,0.6189554315979917,1.0,0.771373258958795
37063,Durham,18.023612655170535,82.95824130909342,0.13701691007364877,0.5190692479596717,0.28983784522805794
37065,Edgecombe,49.72704209290208,88.51921544385512,0.8851968038792679,0.7458495136757708,0.8294578877978691
37067,Forsyth,41.97167686279652,87.56210209967773,0.7021753315278104,0.7068177877131983,0.7040323140019655
37069,Franklin,27.45811950244947,77.33979610661234,0.359665010178071,0.2899452734449792,0.3317771154848343
37071,Gaston,46.80252968557608,90.25283486697951,0.8161802520061043,0.8165476798422258,0.816327223140553
37073,Gates,49.28410969894446,92.83101381391178,0.8747438933471388,0.9216875514690532,0.8935213565959046
37075,Graham,33.987723151020326,82.53790736718,0.5137593227184775,0.5019277470775232,0.5090266924620958
37077,Granville,46.32669269557133,86.24909826944413,0.8049508148453777,0.653272608345197,0.7442795322453054
37079,Greene,42.18457572208124,89.89481673590252,0.7071996033102632,0.8019474596417231,0.7450987458428471
37081,Guilford,50.27022969815535,78.4498789212884,0.8980156708606186,0.3352151973069611,0.6728954814391556
37083,Halifax,28.15006696351759,72.34954849602173,0.37599451102774495,0.08643961927466631,0.2601725543265135
37085,Harnett,36.86604606283548,70.89855684491855,0.581685833152619,0.027267203756297473,0.3599183813940904
37087,Haywood,32.02071477969579,83.56611586768942,0.46733923061888727,0.5438587813363386,0.49794705090586777
37089,Henderson,24.32127384151623,84.77083151422526,0.28563753444106205,0.5929878957348268,0.40857767895856795
37091,Hertford,13.311510747379126,70.93370471873035,0.02581443237649495,0.028700557691999518,0.02696888250269678
37093,Hoke,47.3718241083653,79.00476603528158,0.8296152225547367,0.35784386705156584,0.6409066803534684
37095,Hyde,17.463602044031045,83.05608150137012,0.12380103131847196,0.5230592368113594,0.28350431351562694
37097,Iredell,45.109722783240265,75.39552568742108,0.7762311325926794,0.21065661796788637,0.5500013267427621
37099,Jackson,38.78429046021701,72.1336866248442,0.6269551278308173,0.0776366269720037,0.40722772748729186
37101,Johnston,14.22231401025013,83.2838657892037,0.04730878489854812,0.5323484332846795,0.24132464425300068
37103,Jones,35.24731022923458,85.93574753745516,0.543484741801868,0.6404939547243166,0.5822884269708475
37105,Lee,43.221927350074445,94.39630198656336,0.7316804132616102,0.9855210560158971,0.833216670363325
37107,Lenoir,34.200914976951395,78.07391182353115,0.5187905083193481,0.31988300617215115,0.43922750746046935
37109,Lincoln,46.19300637505426,76.77080628155186,0.8017959064060816,0.266741485657086,0.5877741381064834
37111,McDowell,30.875771090342354,71.96140953355665,0.44031931942611385,0.07061105130986073,0.29243601217961257
37113,Macon,13.090081966864673,94.06621036694813,0.02058886011415661,0.9720596977371272,0.4011771951633449
37115,Madison,47.94714518202485,87.39935515234245,0.8431924180641426,0.7001808577317283,0.7859877939311769
37117,Martin,29.584976609813605,74.33235800177114,0.40985742635982286,0.16729992462430252,0.3128344256656147
37119,Mecklenburg,18.7267928348567,76.25607245411489,0.15361149562778037,0.24575029394671077,0.19046701495535254
37121,Mitchell,35.61674658236318,87.86489806750156,0.5522031945482679,0.71916601095193,0.6189883211097328
37123,Montgomery,40.38848719886244,76.99834742364857,0.6648131061899226,0.2760207664837083,0.5092961703074369
37125,Moore,53.059207068517345,88.4474229173942,0.9638336858132943,0.7429217661565974,0.8754689179506157
37127,Nash,35.83722425799023,85.2930186558588,0.5574063213664927,0.6142830386114909,0.580157008264492
37129,New Hanover,30.042802684394967,76.19327473752894,0.42066181787003787,0.2431893608244538,0.34967283505180424
37131,Northampton,27.30682518200425,88.94615276160923,0.35609456462654404,0.7632603046663576,0.5189608606424695
37133,Onslow,12.618920011079503,72.90181601267291,0.009469750658286338,0.10896146007763435,0.049266434426025546
