year,stateabbr,statedesc,countyname,countyfips,locationname,datasource,category,measure,data_value_unit,data_value_type,data_value,low_confidence_limit,high_confidence_limit,totalpopulation,totalpop18plus,geolocation,locationid,categoryid,measureid,datavaluetypeid,short_question_text
2023,NC,North Carolina,Beaufort,37013,37013930502,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,26.0,21.2,31.5,3422,2719,"{'type': 'Point', 'coordinates': [-76.967802, 35.5499701]}",37013930502,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Buncombe,37021,37021001602,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,20.1,16.3,24.0,3480,3011,"{'type': 'Point', 'coordinates': [-82.5631461, 35.6595008]}",37021001602,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Carteret,37031,37031970101,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,27.0,22.4,32.2,863,752,"{'type': 'Point', 'coordinates': [-76.3524929, 34.8896386]}",37031970101,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Ashe,37009,37009970400,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,28.4,23.3,33.9,4360,3573,"{'type': 'Point', 'coordinates': [-81.5603804, 36.4436205]}",37009970400,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Bertie,37015,37015960200,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,32.4,27.2,37.7,3232,2580,"{'type': 'Point', 'coordinates': [-77.0430465, 36.1462992]}",37015960200,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Burke,37023,37023020204,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,26.6,22.0,31.7,2792,2264,"{'type': 'Point', 'coordinates': [-81.8008585, 35.8039948]}",37023020204,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Alamance,37001,37001021400,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,24.2,19.6,29.1,2668,2173,"{'type': 'Point', 'coordinates': [-79.4059533, 36.200065]}",37001021400,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Brunswick,37019,37019020304,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,19.6,14.8,24.8,8816,8392,"{'type': 'Point', 'coordinates': [-78.1053801, 33.9437461]}",37019020304,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Buncombe,37021,37021001801,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,24.9,20.4,30.0,3512,2971,"{'type': 'Point', 'coordinates': [-82.5226018, 35.6121842]}",37021001801,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Beaufort,37013,37013931001,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,29.2,24.5,34.0,2599,1974,"{'type': 'Point', 'coordinates': [-77.1378598, 35.4529722]}",37013931001,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Buncombe,37021,37021002102,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,23.0,19.0,27.9,5650,4474,"{'type': 'Point', 'coordinates': [-82.5161929, 35.5419974]}",37021002102,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Anson,37007,37007920600,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,35.0,29.7,40.4,3481,2837,"{'type': 'Point', 'coordinates': [-80.1191723, 34.8573699]}",37007920600,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Bladen,37017,37017950501,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,23.9,19.5,29.0,2278,1813,"{'type': 'Point', 'coordinates': [-78.7460135, 34.567994]}",37017950501,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cabarrus,37025,37025042000,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,26.3,21.6,31.4,5698,4191,"{'type': 'Point', 'coordinates': [-80.6155081, 35.3758415]}",37025042000,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Buncombe,37021,37021002305,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,17.7,14.5,21.1,5967,4850,"{'type': 'Point', 'coordinates': [-82.6558325, 35.5074363]}",37021002305,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Brunswick,37019,37019020203,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,22.4,18.6,26.6,2396,1896,"{'type': 'Point', 'coordinates': [-78.0798768, 34.1352149]}",37019020203,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Brunswick,37019,37019020407,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,22.0,17.3,27.1,1918,1708,"{'type': 'Point', 'coordinates': [-78.2771826, 33.9247774]}",37019020407,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Catawba,37035,37035010404,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,23.9,19.3,29.0,2541,2078,"{'type': 'Point', 'coordinates': [-81.3124947, 35.753099]}",37035010404,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Alamance,37001,37001020502,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,31.9,26.8,36.7,4299,3101,"{'type': 'Point', 'coordinates': [-79.4515972, 36.1143709]}",37001020502,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Buncombe,37021,37021000900,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,30.4,25.4,35.9,3552,2967,"{'type': 'Point', 'coordinates': [-82.5582858, 35.5787019]}",37021000900,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cabarrus,37025,37025042201,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,24.7,20.5,29.3,3033,2303,"{'type': 'Point', 'coordinates': [-80.5671878, 35.3804571]}",37025042201,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Carteret,37031,37031970301,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,25.2,20.6,30.3,4689,3805,"{'type': 'Point', 'coordinates': [-76.655385, 34.8294281]}",37031970301,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Ashe,37009,37009970501,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,24.0,19.6,28.7,3511,2919,"{'type': 'Point', 'coordinates': [-81.4475225, 36.4017373]}",37009970501,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Burke,37023,37023020301,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,30.6,25.6,35.7,4691,3769,"{'type': 'Point', 'coordinates': [-81.8190141, 35.7103261]}",37023020301,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Carteret,37031,37031970502,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,18.9,15.1,23.2,2083,1724,"{'type': 'Point', 'coordinates': [-76.7387561, 34.7517653]}",37031970502,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Catawba,37035,37035010502,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,16.7,13.2,20.8,3514,2800,"{'type': 'Point', 'coordinates': [-81.3338145, 35.7850527]}",37035010502,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Buncombe,37021,37021002503,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,22.1,18.0,26.7,4354,3359,"{'type': 'Point', 'coordinates': [-82.7196783, 35.5435554]}",37021002503,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Buncombe,37021,37021003002,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,23.5,19.6,28.0,7296,5920,"{'type': 'Point', 'coordinates': [-82.3976703, 35.6141955]}",37021003002,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cabarrus,37025,37025042504,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,15.7,12.3,19.6,1500,1153,"{'type': 'Point', 'coordinates': [-80.6466188, 35.391337]}",37025042504,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Brunswick,37019,37019020408,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,33.2,28.0,38.7,2885,2285,"{'type': 'Point', 'coordinates': [-78.3530295, 33.9506849]}",37019020408,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Caldwell,37027,37027031403,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,28.9,24.2,33.8,2337,1877,"{'type': 'Point', 'coordinates': [-81.4484348, 35.8162107]}",37027031403,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Catawba,37035,37035010304,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,29.0,24.4,33.6,4424,3133,"{'type': 'Point', 'coordinates': [-81.2767062, 35.738694]}",37035010304,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Buncombe,37021,37021000200,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,19.6,15.5,23.9,1902,1430,"{'type': 'Point', 'coordinates': [-82.5666758, 35.597076]}",37021000200,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Ashe,37009,37009970801,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,28.6,23.6,33.8,2146,1811,"{'type': 'Point', 'coordinates': [-81.3489861, 36.3988389]}",37009970801,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Brunswick,37019,37019020206,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,19.8,15.9,24.1,2061,1604,"{'type': 'Point', 'coordinates': [-77.981739, 34.0501547]}",37019020206,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Alamance,37001,37001020602,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,23.4,18.5,28.4,2509,2086,"{'type': 'Point', 'coordinates': [-79.4621793, 36.095804]}",37001020602,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Buncombe,37021,37021001900,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,20.0,16.0,24.3,3645,3079,"{'type': 'Point', 'coordinates': [-82.5017858, 35.5767566]}",37021001900,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Camden,37029,37029950101,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,20.4,17.9,22.9,5754,4318,"{'type': 'Point', 'coordinates': [-76.3175111, 36.4585546]}",37029950101,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cabarrus,37025,37025041301,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,16.0,12.8,19.5,7633,5253,"{'type': 'Point', 'coordinates': [-80.7484576, 35.4686575]}",37025041301,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Carteret,37031,37031970806,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,20.8,16.9,25.4,3752,3025,"{'type': 'Point', 'coordinates': [-77.0891914, 34.6851343]}",37031970806,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Anson,37007,37007920301,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,30.7,25.9,36.2,4504,3561,"{'type': 'Point', 'coordinates': [-80.2378646, 35.0739512]}",37007920301,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cabarrus,37025,37025040501,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,22.8,18.7,27.4,9545,6498,"{'type': 'Point', 'coordinates': [-80.5546617, 35.3430747]}",37025040501,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Brunswick,37019,37019020308,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,17.6,13.7,22.5,2024,1847,"{'type': 'Point', 'coordinates': [-78.2040968, 33.9165272]}",37019020308,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Burke,37023,37023020600,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,36.3,30.5,42.1,6363,4884,"{'type': 'Point', 'coordinates': [-81.6728165, 35.7549587]}",37023020600,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cabarrus,37025,37025042603,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,18.2,14.4,22.1,9240,7026,"{'type': 'Point', 'coordinates': [-80.6537615, 35.3528666]}",37025042603,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Buncombe,37021,37021002206,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,18.0,14.3,21.9,5053,4227,"{'type': 'Point', 'coordinates': [-82.5053243, 35.5020846]}",37021002206,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Brunswick,37019,37019020512,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,16.6,13.2,20.8,1170,1079,"{'type': 'Point', 'coordinates': [-78.4827167, 33.8801764]}",37019020512,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Caldwell,37027,37027031302,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,23.9,19.6,28.8,4084,3175,"{'type': 'Point', 'coordinates': [-81.3807762, 35.8334125]}",37027031302,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Brunswick,37019,37019020505,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,27.6,23.2,32.3,3917,3055,"{'type': 'Point', 'coordinates': [-78.5495703, 33.9916026]}",37019020505,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Caldwell,37027,37027030600,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,23.4,19.3,28.0,4438,3486,"{'type': 'Point', 'coordinates': [-81.4788172, 35.8552621]}",37027030600,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Carteret,37031,37031970701,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,23.3,19.1,28.2,1127,922,"{'type': 'Point', 'coordinates': [-76.91659, 34.7480559]}",37031970701,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Avery,37011,37011930302,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,27.5,22.8,32.9,3030,2412,"{'type': 'Point', 'coordinates': [-82.0116573, 36.0958079]}",37011930302,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Carteret,37031,37031970305,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,24.3,20.0,29.7,1682,1506,"{'type': 'Point', 'coordinates': [-76.668795, 34.7206525]}",37031970305,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Catawba,37035,37035010101,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,24.4,20.0,28.9,6170,4959,"{'type': 'Point', 'coordinates': [-81.1370266, 35.76899]}",37035010101,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Alamance,37001,37001020801,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,28.5,23.7,33.4,1930,1438,"{'type': 'Point', 'coordinates': [-79.4493095, 36.0490131]}",37001020801,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Alamance,37001,37001020301,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,39.1,33.7,44.5,4213,3109,"{'type': 'Point', 'coordinates': [-79.4055744, 36.1065434]}",37001020301,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Alamance,37001,37001021205,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,19.0,15.4,22.7,7963,6109,"{'type': 'Point', 'coordinates': [-79.2842623, 36.0716991]}",37001021205,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Buncombe,37021,37021002205,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,16.4,13.4,19.9,6815,5471,"{'type': 'Point', 'coordinates': [-82.4960745, 35.470337]}",37021002205,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Ashe,37009,37009970802,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,28.7,23.7,34.0,2783,2313,"{'type': 'Point', 'coordinates': [-81.4012665, 36.5088535]}",37009970802,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Caldwell,37027,37027030500,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,24.2,19.3,29.7,4792,3886,"{'type': 'Point', 'coordinates': [-81.5071323, 35.9197451]}",37027030500,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Buncombe,37021,37021003205,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,25.0,20.2,29.9,1705,1391,"{'type': 'Point', 'coordinates': [-82.2635354, 35.5233277]}",37021003205,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cabarrus,37025,37025041506,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,17.6,14.2,21.4,5302,3866,"{'type': 'Point', 'coordinates': [-80.6423439, 35.2744575]}",37025041506,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Beaufort,37013,37013930200,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,30.2,25.2,35.8,5898,4731,"{'type': 'Point', 'coordinates': [-77.0193014, 35.6298026]}",37013930200,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Bertie,37015,37015960100,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,31.8,26.7,37.0,4749,3984,"{'type': 'Point', 'coordinates': [-76.8298463, 36.1259234]}",37015960100,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Buncombe,37021,37021002203,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,31.6,26.9,36.7,6661,4941,"{'type': 'Point', 'coordinates': [-82.5376833, 35.4525755]}",37021002203,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cabarrus,37025,37025041902,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,25.4,20.6,30.6,4360,3216,"{'type': 'Point', 'coordinates': [-80.5926482, 35.413792]}",37025041902,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Brunswick,37019,37019020406,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,16.2,12.4,20.6,921,842,"{'type': 'Point', 'coordinates': [-78.3207687, 33.911987]}",37019020406,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Alamance,37001,37001021703,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,17.5,14.1,21.3,7974,6255,"{'type': 'Point', 'coordinates': [-79.5184486, 36.0544094]}",37001021703,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Brunswick,37019,37019020201,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,22.3,18.3,26.7,5169,4115,"{'type': 'Point', 'coordinates': [-78.0015426, 34.214892]}",37019020201,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Carteret,37031,37031971103,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,21.4,16.6,26.9,1398,1313,"{'type': 'Point', 'coordinates': [-76.7332127, 34.7037851]}",37031971103,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cabarrus,37025,37025041901,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,36.1,30.6,42.2,2076,1516,"{'type': 'Point', 'coordinates': [-80.6060323, 35.4112779]}",37025041901,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Carteret,37031,37031970601,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,22.5,18.0,27.6,1139,917,"{'type': 'Point', 'coordinates': [-76.9183102, 34.7234135]}",37031970601,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Brunswick,37019,37019020316,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,18.2,14.4,22.6,652,616,"{'type': 'Point', 'coordinates': [-78.0486559, 33.9058692]}",37019020316,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Alamance,37001,37001020802,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,33.3,28.3,38.4,6175,4475,"{'type': 'Point', 'coordinates': [-79.4275785, 36.0791566]}",37001020802,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Buncombe,37021,37021002402,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,21.8,17.9,26.2,5660,4434,"{'type': 'Point', 'coordinates': [-82.7050248, 35.4713253]}",37021002402,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Avery,37011,37011930400,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,23.9,19.6,28.6,4937,4343,"{'type': 'Point', 'coordinates': [-81.980009, 35.9886921]}",37011930400,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Anson,37007,37007920302,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,31.2,26.1,36.6,649,508,"{'type': 'Point', 'coordinates': [-80.2147609, 34.9495049]}",37007920302,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cabarrus,37025,37025040900,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,23.7,19.4,28.6,2157,1667,"{'type': 'Point', 'coordinates': [-80.6148394, 35.4640671]}",37025040900,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Carteret,37031,37031970503,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,23.0,18.6,27.9,2074,1678,"{'type': 'Point', 'coordinates': [-76.7495272, 34.7349302]}",37031970503,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Burke,37023,37023020100,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,34.8,28.9,40.4,4048,3270,"{'type': 'Point', 'coordinates': [-81.6671488, 35.8229658]}",37023020100,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Catawba,37035,37035010600,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,24.4,20.1,29.0,6650,5198,"{'type': 'Point', 'coordinates': [-81.3655745, 35.74377]}",37035010600,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Bladen,37017,37017950301,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,36.5,31.3,41.8,2524,1902,"{'type': 'Point', 'coordinates': [-78.6992839, 34.6553887]}",37017950301,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Alamance,37001,37001021101,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,22.4,18.3,26.7,3984,3106,"{'type': 'Point', 'coordinates': [-79.3749221, 36.0697173]}",37001021101,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Catawba,37035,37035010403,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,26.3,21.4,31.2,5555,4461,"{'type': 'Point', 'coordinates': [-81.3206069, 35.7661473]}",37035010403,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Buncombe,37021,37021002607,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,19.3,15.8,23.3,4489,3541,"{'type': 'Point', 'coordinates': [-82.6148321, 35.6342979]}",37021002607,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Brunswick,37019,37019020311,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,23.2,17.8,28.4,2473,2251,"{'type': 'Point', 'coordinates': [-78.2277592, 33.9625184]}",37019020311,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Buncombe,37021,37021003105,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,17.9,14.5,21.5,4609,3883,"{'type': 'Point', 'coordinates': [-82.2904883, 35.6275198]}",37021003105,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Burke,37023,37023021100,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,26.5,22.1,31.1,5946,4673,"{'type': 'Point', 'coordinates': [-81.4160037, 35.7400742]}",37023021100,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cabarrus,37025,37025042202,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,18.6,14.6,23.2,4601,3757,"{'type': 'Point', 'coordinates': [-80.5565361, 35.4011251]}",37025042202,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Alamance,37001,37001021802,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,22.8,18.4,27.3,3618,2861,"{'type': 'Point', 'coordinates': [-79.4437298, 35.9388738]}",37001021802,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Carteret,37031,37031970401,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,29.4,24.0,34.9,1834,1617,"{'type': 'Point', 'coordinates': [-76.7555858, 34.7292352]}",37031970401,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cabarrus,37025,37025042501,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,19.2,15.0,23.6,4740,3808,"{'type': 'Point', 'coordinates': [-80.6416573, 35.4202718]}",37025042501,RISKBEH,LPA,CrdPrv,Physical Inactivity
